invoice_number,stock_code,description,quantity,invoice_datetime,invoice_date,invoice_time,unit_price,customer_id,country
550297,22629,SPACEBOY LUNCH BOX ,4,2011-04-15 15:58:00,2011-04-15,15:58:00,1.95,14056.0,United Kingdom
550297,22558,CLOTHES PEGS RETROSPOT PACK 24 ,4,2011-04-15 15:58:00,2011-04-15,15:58:00,1.65,14056.0,United Kingdom
550297,22659,LUNCH BOX I LOVE LONDON,2,2011-04-15 15:58:00,2011-04-15,15:58:00,1.95,14056.0,United Kingdom
550297,21790,VINTAGE SNAP CARDS,2,2011-04-15 15:58:00,2011-04-15,15:58:00,0.85,14056.0,United Kingdom
550297,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,2011-04-15 15:58:00,2011-04-15,15:58:00,2.95,14056.0,United Kingdom
550297,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3,2011-04-15 15:58:00,2011-04-15,15:58:00,2.95,14056.0,United Kingdom
550298,21930,JUMBO STORAGE BAG SKULLS,4,2011-04-15 16:11:00,2011-04-15,16:11:00,2.08,17346.0,United Kingdom
550298,22385,JUMBO BAG SPACEBOY DESIGN,2,2011-04-15 16:11:00,2011-04-15,16:11:00,2.08,17346.0,United Kingdom
550298,23201,JUMBO BAG ALPHABET,2,2011-04-15 16:11:00,2011-04-15,16:11:00,2.08,17346.0,United Kingdom
550298,22998,TRAVEL CARD WALLET KEEP CALM,2,2011-04-15 16:11:00,2011-04-15,16:11:00,0.42,17346.0,United Kingdom
550298,22998,TRAVEL CARD WALLET KEEP CALM,3,2011-04-15 16:11:00,2011-04-15,16:11:00,0.42,17346.0,United Kingdom
550298,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-04-15 16:11:00,2011-04-15,16:11:00,1.65,17346.0,United Kingdom
550298,23206,LUNCH BAG APPLE DESIGN,2,2011-04-15 16:11:00,2011-04-15,16:11:00,1.65,17346.0,United Kingdom
550298,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-04-15 16:11:00,2011-04-15,16:11:00,0.85,17346.0,United Kingdom
550298,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-15 16:11:00,2011-04-15,16:11:00,2.95,17346.0,United Kingdom
550298,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-15 16:11:00,2011-04-15,16:11:00,2.08,17346.0,United Kingdom
550298,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,4,2011-04-15 16:11:00,2011-04-15,16:11:00,2.08,17346.0,United Kingdom
550298,21929,JUMBO BAG PINK VINTAGE PAISLEY,6,2011-04-15 16:11:00,2011-04-15,16:11:00,2.08,17346.0,United Kingdom
550298,23199,JUMBO BAG APPLES,20,2011-04-15 16:11:00,2011-04-15,16:11:00,2.08,17346.0,United Kingdom
550298,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2011-04-15 16:11:00,2011-04-15,16:11:00,2.08,17346.0,United Kingdom
550298,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,2011-04-15 16:11:00,2011-04-15,16:11:00,2.08,17346.0,United Kingdom
550299,85066,CREAM SWEETHEART MINI CHEST,16,2011-04-15 16:46:00,2011-04-15,16:46:00,10.95,17389.0,United Kingdom
550299,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6,2011-04-15 16:46:00,2011-04-15,16:46:00,1.25,17389.0,United Kingdom
550299,84378,SET OF 3 HEART COOKIE CUTTERS,6,2011-04-15 16:46:00,2011-04-15,16:46:00,1.25,17389.0,United Kingdom
550299,22766,PHOTO FRAME CORNICE,18,2011-04-15 16:46:00,2011-04-15,16:46:00,2.95,17389.0,United Kingdom
550299,22960,JAM MAKING SET WITH JARS,36,2011-04-15 16:46:00,2011-04-15,16:46:00,4.25,17389.0,United Kingdom
550299,22666,RECIPE BOX PANTRY YELLOW DESIGN,48,2011-04-15 16:46:00,2011-04-15,16:46:00,2.95,17389.0,United Kingdom
550299,84978,HANGING HEART JAR T-LIGHT HOLDER,108,2011-04-15 16:46:00,2011-04-15,16:46:00,1.25,17389.0,United Kingdom
550301,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-04-17 10:15:00,2011-04-17,10:15:00,7.95,17243.0,United Kingdom
550301,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-04-17 10:15:00,2011-04-17,10:15:00,2.95,17243.0,United Kingdom
550301,21755,LOVE BUILDING BLOCK WORD,1,2011-04-17 10:15:00,2011-04-17,10:15:00,5.95,17243.0,United Kingdom
550301,22427,ENAMEL FLOWER JUG CREAM,1,2011-04-17 10:15:00,2011-04-17,10:15:00,5.95,17243.0,United Kingdom
550302,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-04-17 10:17:00,2011-04-17,10:17:00,2.95,14156.0,EIRE
550303,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-04-17 10:21:00,2011-04-17,10:21:00,1.25,18213.0,United Kingdom
550303,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-17 10:21:00,2011-04-17,10:21:00,1.45,18213.0,United Kingdom
550303,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-04-17 10:21:00,2011-04-17,10:21:00,0.85,18213.0,United Kingdom
550303,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-17 10:21:00,2011-04-17,10:21:00,2.95,18213.0,United Kingdom
550303,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-04-17 10:21:00,2011-04-17,10:21:00,0.65,18213.0,United Kingdom
550304,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-17 10:27:00,2011-04-17,10:27:00,1.25,14092.0,United Kingdom
550304,23199,JUMBO BAG APPLES,10,2011-04-17 10:27:00,2011-04-17,10:27:00,2.08,14092.0,United Kingdom
550304,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-04-17 10:27:00,2011-04-17,10:27:00,2.95,14092.0,United Kingdom
550304,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,2011-04-17 10:27:00,2011-04-17,10:27:00,2.95,14092.0,United Kingdom
550304,22960,JAM MAKING SET WITH JARS,12,2011-04-17 10:27:00,2011-04-17,10:27:00,3.75,14092.0,United Kingdom
550304,21754,HOME BUILDING BLOCK WORD,3,2011-04-17 10:27:00,2011-04-17,10:27:00,5.95,14092.0,United Kingdom
550304,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-04-17 10:27:00,2011-04-17,10:27:00,2.95,14092.0,United Kingdom
550304,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-04-17 10:27:00,2011-04-17,10:27:00,4.95,14092.0,United Kingdom
550304,22659,LUNCH BOX I LOVE LONDON,12,2011-04-17 10:27:00,2011-04-17,10:27:00,1.95,14092.0,United Kingdom
550304,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-17 10:27:00,2011-04-17,10:27:00,0.55,14092.0,United Kingdom
550305,22659,LUNCH BOX I LOVE LONDON,12,2011-04-17 10:27:00,2011-04-17,10:27:00,1.95,17920.0,United Kingdom
550305,22083,PAPER CHAIN KIT RETROSPOT,6,2011-04-17 10:27:00,2011-04-17,10:27:00,2.95,17920.0,United Kingdom
550305,47566,PARTY BUNTING,4,2011-04-17 10:27:00,2011-04-17,10:27:00,4.95,17920.0,United Kingdom
550305,22621,TRADITIONAL KNITTING NANCY,12,2011-04-17 10:27:00,2011-04-17,10:27:00,1.65,17920.0,United Kingdom
550305,22077,6 RIBBONS RUSTIC CHARM,12,2011-04-17 10:27:00,2011-04-17,10:27:00,1.65,17920.0,United Kingdom
550305,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-04-17 10:27:00,2011-04-17,10:27:00,1.25,17920.0,United Kingdom
550305,22150,3 STRIPEY MICE FELTCRAFT,6,2011-04-17 10:27:00,2011-04-17,10:27:00,1.95,17920.0,United Kingdom
550305,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-04-17 10:27:00,2011-04-17,10:27:00,1.45,17920.0,United Kingdom
550307,22698,PINK REGENCY TEACUP AND SAUCER,24,2011-04-17 10:56:00,2011-04-17,10:56:00,2.55,13854.0,United Kingdom
550307,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-04-17 10:56:00,2011-04-17,10:56:00,2.55,13854.0,United Kingdom
550307,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-04-17 10:56:00,2011-04-17,10:56:00,1.69,13854.0,United Kingdom
550308,85099B,JUMBO BAG RED RETROSPOT,200,2011-04-17 10:57:00,2011-04-17,10:57:00,1.79,17029.0,United Kingdom
550310,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2011-04-17 11:04:00,2011-04-17,11:04:00,0.85,15985.0,United Kingdom
550310,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,2011-04-17 11:04:00,2011-04-17,11:04:00,2.95,15985.0,United Kingdom
550310,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,2011-04-17 11:04:00,2011-04-17,11:04:00,1.45,15985.0,United Kingdom
550311,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-04-17 11:04:00,2011-04-17,11:04:00,2.1,16728.0,United Kingdom
550311,21166,COOK WITH WINE METAL SIGN ,1,2011-04-17 11:04:00,2011-04-17,11:04:00,2.08,16728.0,United Kingdom
550311,21181,PLEASE ONE PERSON METAL SIGN,1,2011-04-17 11:04:00,2011-04-17,11:04:00,2.1,16728.0,United Kingdom
550311,22467,GUMBALL COAT RACK,4,2011-04-17 11:04:00,2011-04-17,11:04:00,2.55,16728.0,United Kingdom
550311,22467,GUMBALL COAT RACK,3,2011-04-17 11:04:00,2011-04-17,11:04:00,2.55,16728.0,United Kingdom
550312,84879,ASSORTED COLOUR BIRD ORNAMENT,36,2011-04-17 11:18:00,2011-04-17,11:18:00,1.69,13089.0,United Kingdom
550312,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,2011-04-17 11:18:00,2011-04-17,11:18:00,8.95,13089.0,United Kingdom
550312,82482,WOODEN PICTURE FRAME WHITE FINISH,24,2011-04-17 11:18:00,2011-04-17,11:18:00,2.55,13089.0,United Kingdom
550312,22178,VICTORIAN GLASS HANGING T-LIGHT,36,2011-04-17 11:18:00,2011-04-17,11:18:00,1.25,13089.0,United Kingdom
550313,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-04-17 11:21:00,2011-04-17,11:21:00,2.95,12681.0,France
550313,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-04-17 11:21:00,2011-04-17,11:21:00,0.29,12681.0,France
550313,22427,ENAMEL FLOWER JUG CREAM,3,2011-04-17 11:21:00,2011-04-17,11:21:00,5.95,12681.0,France
550313,20719,WOODLAND CHARLOTTE BAG,10,2011-04-17 11:21:00,2011-04-17,11:21:00,0.85,12681.0,France
550313,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-04-17 11:21:00,2011-04-17,11:21:00,1.65,12681.0,France
550313,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-04-17 11:21:00,2011-04-17,11:21:00,1.65,12681.0,France
550313,48138,DOORMAT UNION FLAG,2,2011-04-17 11:21:00,2011-04-17,11:21:00,7.95,12681.0,France
550314,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-04-17 11:30:00,2011-04-17,11:30:00,8.95,16905.0,United Kingdom
550314,22625,RED KITCHEN SCALES,1,2011-04-17 11:30:00,2011-04-17,11:30:00,8.5,16905.0,United Kingdom
550314,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-04-17 11:30:00,2011-04-17,11:30:00,2.95,16905.0,United Kingdom
550314,22427,ENAMEL FLOWER JUG CREAM,3,2011-04-17 11:30:00,2011-04-17,11:30:00,5.95,16905.0,United Kingdom
550314,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-04-17 11:30:00,2011-04-17,11:30:00,1.69,16905.0,United Kingdom
550314,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-04-17 11:30:00,2011-04-17,11:30:00,2.95,16905.0,United Kingdom
550314,22699,ROSES REGENCY TEACUP AND SAUCER ,4,2011-04-17 11:30:00,2011-04-17,11:30:00,2.95,16905.0,United Kingdom
550315,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-04-17 11:44:00,2011-04-17,11:44:00,0.42,17990.0,United Kingdom
550316,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-04-17 11:45:00,2011-04-17,11:45:00,0.85,16193.0,United Kingdom
550316,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-17 11:45:00,2011-04-17,11:45:00,1.45,16193.0,United Kingdom
550316,22621,TRADITIONAL KNITTING NANCY,12,2011-04-17 11:45:00,2011-04-17,11:45:00,1.65,16193.0,United Kingdom
550316,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-04-17 11:45:00,2011-04-17,11:45:00,1.25,16193.0,United Kingdom
550316,22090,PAPER BUNTING RETROSPOT,6,2011-04-17 11:45:00,2011-04-17,11:45:00,2.95,16193.0,United Kingdom
550316,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-04-17 11:45:00,2011-04-17,11:45:00,4.95,16193.0,United Kingdom
550316,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-04-17 11:45:00,2011-04-17,11:45:00,0.29,16193.0,United Kingdom
550317,22621,TRADITIONAL KNITTING NANCY,12,2011-04-17 11:56:00,2011-04-17,11:56:00,1.65,15172.0,United Kingdom
550317,21790,VINTAGE SNAP CARDS,12,2011-04-17 11:56:00,2011-04-17,11:56:00,0.85,15172.0,United Kingdom
550317,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-04-17 11:56:00,2011-04-17,11:56:00,1.25,15172.0,United Kingdom
550317,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-04-17 11:56:00,2011-04-17,11:56:00,4.95,15172.0,United Kingdom
550317,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-04-17 11:56:00,2011-04-17,11:56:00,3.75,15172.0,United Kingdom
550317,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-04-17 11:56:00,2011-04-17,11:56:00,2.1,15172.0,United Kingdom
550317,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-04-17 11:56:00,2011-04-17,11:56:00,1.25,15172.0,United Kingdom
550318,21889,WOODEN BOX OF DOMINOES,3,2011-04-17 12:25:00,2011-04-17,12:25:00,1.25,16085.0,United Kingdom
550318,22960,JAM MAKING SET WITH JARS,2,2011-04-17 12:25:00,2011-04-17,12:25:00,4.25,16085.0,United Kingdom
550318,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-04-17 12:25:00,2011-04-17,12:25:00,0.29,16085.0,United Kingdom
550318,21790,VINTAGE SNAP CARDS,3,2011-04-17 12:25:00,2011-04-17,12:25:00,0.85,16085.0,United Kingdom
550318,21791,VINTAGE HEADS AND TAILS CARD GAME ,3,2011-04-17 12:25:00,2011-04-17,12:25:00,1.25,16085.0,United Kingdom
550318,22621,TRADITIONAL KNITTING NANCY,6,2011-04-17 12:25:00,2011-04-17,12:25:00,1.65,16085.0,United Kingdom
550318,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2011-04-17 12:25:00,2011-04-17,12:25:00,0.65,16085.0,United Kingdom
550318,22766,PHOTO FRAME CORNICE,4,2011-04-17 12:25:00,2011-04-17,12:25:00,2.95,16085.0,United Kingdom
550319,21181,PLEASE ONE PERSON METAL SIGN,4,2011-04-17 12:37:00,2011-04-17,12:37:00,2.1,14524.0,United Kingdom
550319,82600,NO SINGING METAL SIGN,2,2011-04-17 12:37:00,2011-04-17,12:37:00,2.1,14524.0,United Kingdom
550319,84997D,CHILDRENS CUTLERY POLKADOT PINK,6,2011-04-17 12:37:00,2011-04-17,12:37:00,4.15,14524.0,United Kingdom
550319,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-04-17 12:37:00,2011-04-17,12:37:00,2.95,14524.0,United Kingdom
550319,21034,REX CASH+CARRY JUMBO SHOPPER,4,2011-04-17 12:37:00,2011-04-17,12:37:00,0.95,14524.0,United Kingdom
550319,23201,JUMBO BAG ALPHABET,2,2011-04-17 12:37:00,2011-04-17,12:37:00,2.08,14524.0,United Kingdom
550320,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,2011-04-17 12:37:00,2011-04-17,12:37:00,0.85,12748.0,United Kingdom
550320,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-04-17 12:37:00,2011-04-17,12:37:00,0.85,12748.0,United Kingdom
550320,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,2011-04-17 12:37:00,2011-04-17,12:37:00,1.65,12748.0,United Kingdom
550320,22417,PACK OF 60 SPACEBOY CAKE CASES,5,2011-04-17 12:37:00,2011-04-17,12:37:00,0.55,12748.0,United Kingdom
550320,21213,PACK OF 72 SKULL CAKE CASES,4,2011-04-17 12:37:00,2011-04-17,12:37:00,0.55,12748.0,United Kingdom
550320,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2011-04-17 12:37:00,2011-04-17,12:37:00,0.55,12748.0,United Kingdom
550320,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-04-17 12:37:00,2011-04-17,12:37:00,0.55,12748.0,United Kingdom
550320,22728,ALARM CLOCK BAKELIKE PINK,2,2011-04-17 12:37:00,2011-04-17,12:37:00,3.75,12748.0,United Kingdom
550320,22722,SET OF 6 SPICE TINS PANTRY DESIGN,5,2011-04-17 12:37:00,2011-04-17,12:37:00,3.95,12748.0,United Kingdom
550320,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,8,2011-04-17 12:37:00,2011-04-17,12:37:00,2.95,12748.0,United Kingdom
550320,22197,SMALL POPCORN HOLDER,3,2011-04-17 12:37:00,2011-04-17,12:37:00,0.85,12748.0,United Kingdom
550320,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2011-04-17 12:37:00,2011-04-17,12:37:00,1.65,12748.0,United Kingdom
550320,20726,LUNCH BAG WOODLAND,2,2011-04-17 12:37:00,2011-04-17,12:37:00,1.65,12748.0,United Kingdom
550320,22383,LUNCH BAG SUKI DESIGN ,1,2011-04-17 12:37:00,2011-04-17,12:37:00,1.65,12748.0,United Kingdom
550320,20728,LUNCH BAG CARS BLUE,1,2011-04-17 12:37:00,2011-04-17,12:37:00,1.65,12748.0,United Kingdom
550320,22993,SET OF 4 PANTRY JELLY MOULDS,5,2011-04-17 12:37:00,2011-04-17,12:37:00,1.25,12748.0,United Kingdom
550320,22083,PAPER CHAIN KIT RETROSPOT,3,2011-04-17 12:37:00,2011-04-17,12:37:00,2.95,12748.0,United Kingdom
550320,22561,WOODEN SCHOOL COLOURING SET,2,2011-04-17 12:37:00,2011-04-17,12:37:00,1.65,12748.0,United Kingdom
550320,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-17 12:38:00,2011-04-17,12:38:00,2.95,12748.0,United Kingdom
550320,22427,ENAMEL FLOWER JUG CREAM,2,2011-04-17 12:38:00,2011-04-17,12:38:00,5.95,12748.0,United Kingdom
550320,22960,JAM MAKING SET WITH JARS,5,2011-04-17 12:38:00,2011-04-17,12:38:00,4.25,12748.0,United Kingdom
550321,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,2011-04-17 12:49:00,2011-04-17,12:49:00,1.25,16770.0,United Kingdom
550321,22998,TRAVEL CARD WALLET KEEP CALM,4,2011-04-17 12:49:00,2011-04-17,12:49:00,0.42,16770.0,United Kingdom
550321,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2011-04-17 12:49:00,2011-04-17,12:49:00,1.25,16770.0,United Kingdom
550321,22470,HEART OF WICKER LARGE,2,2011-04-17 12:49:00,2011-04-17,12:49:00,2.95,16770.0,United Kingdom
550321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-17 12:49:00,2011-04-17,12:49:00,2.95,16770.0,United Kingdom
550321,21181,PLEASE ONE PERSON METAL SIGN,3,2011-04-17 12:49:00,2011-04-17,12:49:00,2.1,16770.0,United Kingdom
550321,21166,COOK WITH WINE METAL SIGN ,2,2011-04-17 12:49:00,2011-04-17,12:49:00,2.08,16770.0,United Kingdom
550321,21175,GIN + TONIC DIET METAL SIGN,1,2011-04-17 12:49:00,2011-04-17,12:49:00,2.55,16770.0,United Kingdom
550321,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-04-17 12:49:00,2011-04-17,12:49:00,2.1,16770.0,United Kingdom
550322,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-04-17 12:53:00,2011-04-17,12:53:00,0.85,14524.0,United Kingdom
550322,20725,LUNCH BAG RED RETROSPOT,1,2011-04-17 12:53:00,2011-04-17,12:53:00,1.65,14524.0,United Kingdom
550322,21931,JUMBO STORAGE BAG SUKI,13,2011-04-17 12:53:00,2011-04-17,12:53:00,2.08,14524.0,United Kingdom
550322,22193,RED DINER WALL CLOCK,1,2011-04-17 12:53:00,2011-04-17,12:53:00,8.5,14524.0,United Kingdom
550322,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-04-17 12:53:00,2011-04-17,12:53:00,2.55,14524.0,United Kingdom
550322,23201,JUMBO BAG ALPHABET,1,2011-04-17 12:53:00,2011-04-17,12:53:00,2.08,14524.0,United Kingdom
550323,22083,PAPER CHAIN KIT RETROSPOT,40,2011-04-17 12:57:00,2011-04-17,12:57:00,2.55,13692.0,United Kingdom
550323,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-04-17 12:57:00,2011-04-17,12:57:00,0.29,13692.0,United Kingdom
550323,21915,RED  HARMONICA IN BOX ,24,2011-04-17 12:57:00,2011-04-17,12:57:00,1.25,13692.0,United Kingdom
550323,22149,FELTCRAFT 6 FLOWER FRIENDS,12,2011-04-17 12:57:00,2011-04-17,12:57:00,2.1,13692.0,United Kingdom
550323,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-04-17 12:57:00,2011-04-17,12:57:00,1.25,13692.0,United Kingdom
550323,21843,RED RETROSPOT CAKE STAND,1,2011-04-17 12:57:00,2011-04-17,12:57:00,10.95,13692.0,United Kingdom
550323,22969,HOMEMADE JAM SCENTED CANDLES,24,2011-04-17 12:57:00,2011-04-17,12:57:00,1.45,13692.0,United Kingdom
550323,22193,RED DINER WALL CLOCK,2,2011-04-17 12:57:00,2011-04-17,12:57:00,8.5,13692.0,United Kingdom
550323,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-04-17 12:57:00,2011-04-17,12:57:00,1.69,13692.0,United Kingdom
550324,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-04-17 13:02:00,2011-04-17,13:02:00,1.25,12997.0,United Kingdom
550324,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-04-17 13:02:00,2011-04-17,13:02:00,1.25,12997.0,United Kingdom
550324,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-17 13:02:00,2011-04-17,13:02:00,2.95,12997.0,United Kingdom
550325,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-17 13:04:00,2011-04-17,13:04:00,12.75,15745.0,United Kingdom
550325,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-17 13:04:00,2011-04-17,13:04:00,1.45,15745.0,United Kingdom
550326,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-04-17 13:05:00,2011-04-17,13:05:00,0.55,14532.0,United Kingdom
550326,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,5,2011-04-17 13:05:00,2011-04-17,13:05:00,0.85,14532.0,United Kingdom
550326,22090,PAPER BUNTING RETROSPOT,1,2011-04-17 13:05:00,2011-04-17,13:05:00,2.95,14532.0,United Kingdom
550327,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-17 13:07:00,2011-04-17,13:07:00,0.55,12878.0,United Kingdom
550327,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-04-17 13:07:00,2011-04-17,13:07:00,0.85,12878.0,United Kingdom
550327,21754,HOME BUILDING BLOCK WORD,3,2011-04-17 13:07:00,2011-04-17,13:07:00,5.95,12878.0,United Kingdom
550327,48194,DOORMAT HEARTS,2,2011-04-17 13:07:00,2011-04-17,13:07:00,7.95,12878.0,United Kingdom
550327,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-17 13:07:00,2011-04-17,13:07:00,2.08,12878.0,United Kingdom
550327,23199,JUMBO BAG APPLES,10,2011-04-17 13:07:00,2011-04-17,13:07:00,2.08,12878.0,United Kingdom
550327,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-04-17 13:07:00,2011-04-17,13:07:00,0.85,12878.0,United Kingdom
550327,23206,LUNCH BAG APPLE DESIGN,10,2011-04-17 13:07:00,2011-04-17,13:07:00,1.65,12878.0,United Kingdom
550327,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-04-17 13:07:00,2011-04-17,13:07:00,1.65,12878.0,United Kingdom
550328,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-04-17 13:18:00,2011-04-17,13:18:00,0.85,17582.0,United Kingdom
550328,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-04-17 13:18:00,2011-04-17,13:18:00,1.25,17582.0,United Kingdom
550329,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-17 13:20:00,2011-04-17,13:20:00,1.45,13951.0,United Kingdom
550329,21755,LOVE BUILDING BLOCK WORD,3,2011-04-17 13:20:00,2011-04-17,13:20:00,5.95,13951.0,United Kingdom
550329,22379,RECYCLING BAG RETROSPOT ,10,2011-04-17 13:20:00,2011-04-17,13:20:00,2.1,13951.0,United Kingdom
550329,22113,GREY HEART HOT WATER BOTTLE,4,2011-04-17 13:20:00,2011-04-17,13:20:00,3.75,13951.0,United Kingdom
550329,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-04-17 13:20:00,2011-04-17,13:20:00,1.45,13951.0,United Kingdom
550329,21790,VINTAGE SNAP CARDS,12,2011-04-17 13:20:00,2011-04-17,13:20:00,0.85,13951.0,United Kingdom
550329,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-04-17 13:20:00,2011-04-17,13:20:00,1.25,13951.0,United Kingdom
550329,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-04-17 13:20:00,2011-04-17,13:20:00,2.55,13951.0,United Kingdom
550330,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-17 13:27:00,2011-04-17,13:27:00,1.25,15827.0,United Kingdom
550331,22561,WOODEN SCHOOL COLOURING SET,1,2011-04-17 13:43:00,2011-04-17,13:43:00,1.65,15555.0,United Kingdom
550331,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-17 13:43:00,2011-04-17,13:43:00,2.95,15555.0,United Kingdom
550331,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-04-17 13:43:00,2011-04-17,13:43:00,1.65,15555.0,United Kingdom
550331,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-04-17 13:43:00,2011-04-17,13:43:00,2.08,15555.0,United Kingdom
550331,21931,JUMBO STORAGE BAG SUKI,1,2011-04-17 13:43:00,2011-04-17,13:43:00,2.08,15555.0,United Kingdom
550331,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-04-17 13:43:00,2011-04-17,13:43:00,2.08,15555.0,United Kingdom
550331,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-04-17 13:43:00,2011-04-17,13:43:00,2.08,15555.0,United Kingdom
550331,23206,LUNCH BAG APPLE DESIGN,2,2011-04-17 13:43:00,2011-04-17,13:43:00,1.65,15555.0,United Kingdom
